Municipio,M1_V,M1_a,M1_r,M1_ndR,M1_nd,M1_nm,M2_V,M2_a,M2_r,M2_ndR,M2_nd,M2_nm,M3_V,M3_a,M3_r,M3_ndR,M3_nd,M3_nm,M4_V,M4_a,M4_r,M4_ndR,M4_nd,M4_nm,M5_V,M5_a,M5_r,M5_ndR,M5_nd,M5_nm,M6_V,M6_a,M6_r,M6_ndR,M6_nd,M6_nm,M7_V,M7_a,M7_r,M7_ndR,M7_nd,M7_nm,M8_V,M8_a,M8_r,M8_ndR,M8_nd,M8_nm,T_v,T_a,T_r,T_ndR,T_nd,T_nm
Molango de Escamilla,14.0,2.0,4.0,0.0,0.0,0.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,5.0,2.0,1.0,0.0,11.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,6.0,2.0,16.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,39.0,14.0,65.0,0.0,14.0,0.0
Nicolás Flores,13.0,5.0,2.0,0.0,0.0,0.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,36.0,8.0,4.0,0.0,84.0,0.0
Nopala de Villagrán,13.0,1.0,6.0,0.0,0.0,0.0,11.0,3.0,5.0,0.0,0.0,0.0,3.0,3.0,9.0,0.0,3.0,0.0,7.0,4.0,1.0,0.0,7.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,2.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,66.0,21.0,33.0,0.0,12.0,0.0
Omitlán de Juárez,4.0,3.0,13.0,0.0,0.0,0.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,16.0,7.0,25.0,0.0,84.0,0.0
Pachuca de Soto,16.0,2.0,2.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,48.0,4.0,8.0,0.0,72.0,0.0
Pacula,2.0,1.0,17.0,0.0,0.0,0.0,2.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,2.0,42.0,0.0,84.0,0.0
Pisaflores,3.0,7.0,10.0,0.0,0.0,0.0,9.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,14.0,12.0,19.0,3.0,84.0,0.0
Progreso de Obregón,15.0,2.0,3.0,0.0,0.0,0.0,14.0,2.0,3.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,107.0,13.0,12.0,0.0,0.0,0.0
San Agustín Metzquititlán,10.0,2.0,8.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,15.0,0.0,84.0,0.0
San Agustín Tlaxiaca,3.0,5.0,12.0,0.0,0.0,0.0,5.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,11.0,12.0,49.0,0.0,60.0,0.0
San Bartolo Tutotepec,10.0,2.0,8.0,0.0,0.0,0.0,8.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,25.0,5.0,18.0,0.0,84.0,0.0
San Felipe Orizatlán,11.0,5.0,4.0,0.0,0.0,0.0,11.0,3.0,5.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,11.0,0.0,4.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,34.0,25.0,25.0,0.0,48.0,0.0
San Salvador,12.0,3.0,5.0,0.0,0.0,0.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,21.0,8.0,19.0,0.0,84.0,0.0
Santiago de Anaya,8.0,4.0,8.0,0.0,0.0,0.0,8.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,17.0,9.0,19.0,3.0,84.0,0.0
Santiago Tulantepec de Lugo Guerrero,6.0,1.0,13.0,0.0,0.0,0.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,10.0,4.0,34.0,0.0,84.0,0.0
Singuilucan,14.0,4.0,2.0,0.0,0.0,0.0,10.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,30.0,8.0,9.0,1.0,84.0,0.0
Tasquillo,9.0,6.0,5.0,0.0,0.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,3.0,0.0,0.0,5.0,3.0,0.0,11.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,11.0,3.0,10.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,44.0,25.0,47.0,0.0,16.0,0.0
Tecozautla,9.0,7.0,4.0,0.0,0.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,3.0,7.0,2.0,0.0,2.0,6.0,3.0,0.0,8.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,10.0,5.0,9.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,48.0,38.0,29.0,7.0,10.0,0.0
Tenango de Doria,16.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,21.0,5.0,22.0,0.0,84.0,0.0
Tepeapulco,7.0,6.0,7.0,0.0,0.0,0.0,15.0,1.0,3.0,0.0,0.0,0.0,4.0,2.0,11.0,0.0,1.0,0.0,13.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,48.0,23.0,36.0,0.0,25.0,0.0
Tepehuacán de Guerrero,9.0,9.0,2.0,0.0,0.0,0.0,6.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,18.0,12.0,18.0,0.0,84.0,0.0
Tepeji del Río de Ocampo,12.0,3.0,5.0,0.0,0.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,7.0,5.0,5.0,0.0,1.0,0.0,8.0,6.0,2.0,0.0,3.0,0.0,2.0,5.0,3.0,0.0,1.0,0.0,10.0,7.0,7.0,0.0,0.0,0.0,6.0,1.0,4.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,63.0,30.0,33.0,0.0,6.0,0.0
Tepetitlán,13.0,4.0,3.0,0.0,0.0,0.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,5.0,1.0,0.0,11.0,0.0,1.0,2.0,7.0,0.0,1.0,0.0,1.0,8.0,15.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,2.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,36.0,26.0,38.0,0.0,32.0,0.0
Tetepango,15.0,1.0,4.0,0.0,0.0,0.0,11.0,1.0,7.0,0.0,0.0,0.0,2.0,5.0,8.0,0.0,3.0,0.0,0.0,6.0,2.0,0.0,11.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,16.0,3.0,5.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,51.0,29.0,35.0,0.0,17.0,0.0
Tezontepec de Aldama,7.0,9.0,4.0,0.0,0.0,0.0,4.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,12.0,19.0,14.0,3.0,84.0,0.0
Tianguistengo,11.0,1.0,8.0,0.0,0.0,0.0,10.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,24.0,4.0,20.0,0.0,84.0,0.0
Tizayuca,20.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,53.0,4.0,2.0,1.0,72.0,0.0
Tlahuelilpan,1.0,6.0,13.0,0.0,0.0,0.0,5.0,4.0,10.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,15.0,31.0,86.0,0.0,0.0,0.0
Tlahuiltepa,15.0,3.0,2.0,0.0,0.0,0.0,7.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,27.0,7.0,14.0,0.0,84.0,0.0
Tlanalapa,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,84.0,0.0
Tlanchinol,11.0,4.0,5.0,0.0,0.0,0.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,18.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,48.0,15.0,9.0,0.0,60.0,0.0
Tlaxcoapan,4.0,1.0,15.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,7.0,1.0,72.0,0.0,52.0,0.0
Tolcayuca,1.0,10.0,9.0,0.0,0.0,0.0,4.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,7.0,22.0,16.0,3.0,84.0,0.0
Tula de Allende,17.0,1.0,2.0,0.0,0.0,0.0,13.0,4.0,2.0,0.0,0.0,0.0,8.0,5.0,3.0,0.0,2.0,0.0,7.0,5.0,1.0,0.0,6.0,0.0,2.0,7.0,1.0,0.0,1.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,80.0,34.0,9.0,0.0,9.0,0.0
Tulancingo de Bravo,14.0,2.0,4.0,0.0,0.0,0.0,4.0,1.0,14.0,0.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,2.0,16.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,64.0,7.0,61.0,0.0,0.0,0.0
Villa de Tezontepec,9.0,7.0,4.0,0.0,0.0,0.0,10.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,24.0,15.0,6.0,3.0,84.0,0.0
Xochiatipan,9.0,4.0,7.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,20.0,23.0,89.0,0.0,0.0,0.0
Xochicoatlán,9.0,3.0,8.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,15.0,3.0,30.0,0.0,84.0,0.0
Yahualica,11.0,3.0,6.0,0.0,0.0,0.0,9.0,2.0,5.0,3.0,0.0,0.0,2.0,4.0,10.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,11.0,0.0,1.0,2.0,7.0,0.0,1.0,0.0,9.0,9.0,6.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,2.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,41.0,24.0,48.0,3.0,16.0,0.0
Zacualtipán de Ángeles,10.0,3.0,7.0,0.0,0.0,0.0,13.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,24.0,5.0,19.0,0.0,84.0,0.0
Zapotlán de Juárez,3.0,6.0,11.0,0.0,0.0,0.0,3.0,1.0,15.0,0.0,0.0,0.0,2.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,10.0,16.0,39.0,0.0,67.0,0.0
Zempoala,16.0,4.0,0.0,0.0,0.0,0.0,12.0,1.0,3.0,3.0,0.0,0.0,5.0,3.0,9.0,0.0,1.0,0.0,2.0,7.0,1.0,0.0,9.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,20.0,0.0,4.0,0.0,0.0,0.0,3.0,5.0,4.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,69.0,26.0,24.0,3.0,10.0,0.0
Zimapán,13.0,6.0,1.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,3.0,0.0,5.0,4.0,1.0,0.0,9.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0,15.0,4.0,5.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,70.0,24.0,25.0,0.0,13.0,0.0
